Amitabh Bachchan,"Amitabh Bachchan (pronounced [əmɪˈtaːbʱ ˈbətʃːən]; born Inquilaab Srivastava; 11 October 1942) is an Indian film actor, film producer, television host, occasional playback singer and former politician. He first gained popularity in the early 1970s for films such as Zanjeer, Deewaar and Sholay, and was dubbed India's ""angry young man"" for his on-screen roles in Bollywood. Referred to as the Shahenshah of Bollywood (in reference to his 1988 film Shahenshah), Sadi ka Mahanayak (Hindi for, ""Greatest actor of the century""), Star of the Millennium, or Big B, he has since appeared in over 200 Indian films in a career spanning more than five decades. Bachchan is widely regarded as one of the greatest and most influential actors in the history of Indian cinema as well as world cinema.He was the most dominant actor in the Indian movie scene during the 1970s–1980s, with the French director François Truffaut calling him a ""one-man industry"". Beyond the Indian subcontinent, he also has a large overseas following in markets including Africa (especially South Africa and Mauritius), the Middle East (especially Egypt), the United Kingdom, Russia, the Caribbean (especially Guyana, Suriname, and Trinidad and Tobago), Oceania (especially Fiji, Australia, and New Zealand) and parts of the United States.Bachchan has won numerous accolades in his career, including four National Film Awards as Best Actor, Dadasaheb Phalke Award as lifetime achievement award and many awards at international film festivals and award ceremonies.",https://upload.wikimedia.org/wikipedia/commons/c/c6/Indian_actor_Amitabh_Bachchan.jpg,Movies,13
Priyanka Chopra,"Priyanka Chopra Jonas (pronounced [prɪˈjəŋkaː ˈtʃoːpɽaː]; born 18 July 1982) is an Indian actress and singer. She was the winner of the Miss World 2000 pageant, and is one of India's highest-paid and most popular entertainers. Chopra has received numerous accolades, including a National Film Award and five Filmfare Awards. In 2016, the Government of India honoured her with the Padma Shri and Time named her one of the 100 most influential people in the world, and in the next two years Forbes listed her among the World's 100 Most Powerful Women.
Although Chopra initially aspired to study aeronautical engineering, she accepted offers to join the Indian film industry, which came as a result of her pageant wins, making her Bollywood debut in The Hero: Love Story of a Spy (2003).",https://upload.wikimedia.org/wikipedia/commons/6/6c/Priyanka-chopra-gesf-2018-7565.jpg,Movies,14
Akshay Kumar,"Rajiv Hari Om Bhatia (born 9 September 1967), known professionally as Akshay Kumar, is an India-born naturalized Canadian actor, producer, martial artist and television personality who works in Bollywood films. In a career spanning over 29 years, Kumar has appeared in over 100 films and has won several awards, including the National Film Award for Best Actor for his performance in Rustom (2016), and two Filmfare Awards for Ajnabee (2001) and Garam Masala (2005).
Kumar is one of the most successful Bollywood actors of all time, having starred in 113 films, 52 of which were commercially successful.
He was the first Bollywood actor whose films' domestic net lifetime collections crossed ₹20 billion (US$280 million) by 2013, and ₹30 billion (US$420 million) by 2016. Having done so, he has established himself as one of the prominent actors of Hindi cinema.",https://upload.wikimedia.org/wikipedia/commons/2/2e/Akshay_Kumar.jpg,Movies,15
Deepika Padukone,"Deepika Padukone (pronounced [d̪iːpɪkaː pəɖʊkoːɳeː] or [paːɖʊkoːɳ]; born 5 January 1986) is an Indian film actress and producer. One of the highest-paid actresses in India, her accolades include three Filmfare Awards. She features in listings of the nation's most popular personalities, and Time named her one of the 100 most influential people in the world in 2018.
Padukone, the daughter of the badminton player Prakash Padukone, was born in Copenhagen and raised in Bangalore. As a teenager, she played badminton in national level championships but left her career in the sport to become a fashion model.",https://upload.wikimedia.org/wikipedia/commons/b/b6/Deepika_Padukone_Cannes_2018_%28cropped%29.jpg,Movies,16
Dwayne Johnson,"Dwayne Douglas Johnson (born May 2, 1972), also known by his ring name The Rock, is an American-Canadian actor, producer, businessman, retired professional wrestler, and former American football player. He wrestled for the World Wrestling Federation (WWF, now WWE) for eight years prior to pursuing an acting career. His films have grossed over $3.5 billion in North America and over $10.5 billion worldwide, making him one of the highest-grossing actors of all time.Johnson was a college football player for the University of Miami, with whom he won a national championship in 1991. He initially aspired for a professional career in football and entered the 1995 NFL Draft, but went undrafted. As a result, he signed with the Calgary Stampeders of the Canadian Football League (CFL), but was cut from the team in the middle of his first season.",https://upload.wikimedia.org/wikipedia/commons/f/f1/Dwayne_Johnson_2%2C_2013.jpg,Movies,17
Vin diesel,"Mark Sinclair (born July 18, 1967), known professionally as Vin Diesel, is an American actor, producer, director, and screenwriter. He is best known for playing Dominic Toretto in the Fast & Furious franchise, and is one of the highest-grossing actors of all time.
Diesel began his career in 1990 but struggled to gain roles until he wrote, directed, produced, scored, and starred in the short film Multi-Facial (1995). This attracted the attention of Steven Spielberg, who was developing Saving Private Ryan (1998); Spielberg re-wrote elements of the film to allow Diesel to appear. Diesel subsequently voiced the titular character in The Iron Giant (1999) while gaining a reputation as an action star after headlining the Fast & Furious, XXX, and The Chronicles of Riddick film franchises.",https://upload.wikimedia.org/wikipedia/commons/8/83/Vin_Diesel_by_Gage_Skidmore_2.jpg,Movies,18
Angelina Jolie,"Angelina Jolie (; née Voight, formerly Jolie Pitt, born June 4, 1975) is an American actress, filmmaker, and humanitarian. The recipient of numerous accolades, including an Academy Award and three Golden Globe Awards, she has been named Hollywood's highest-paid actress multiple times.
Jolie made her screen debut as a child alongside her father, Jon Voight, in Lookin' to Get Out (1982), and her film career began in earnest a decade later with the low-budget production Cyborg 2 (1993), followed by her first leading role in a major film, Hackers (1995). She starred in the critically acclaimed biographical cable films George Wallace (1997) and Gia (1998), and won an Academy Award for Best Supporting Actress for her performance in the drama Girl, Interrupted (1999). Her starring role as the video game heroine Lara Croft in Lara Croft: Tomb Raider (2001) established her as a leading Hollywood actress.",https://upload.wikimedia.org/wikipedia/commons/a/ad/Angelina_Jolie_2_June_2014_%28cropped%29.jpg,Movies,19
Gordon Ramsay,"Gordon James Ramsay  (born 8 November 1966) is a British chef, restaurateur, writer and television personality. He was born in Johnstone, Scotland, and raised in Stratford-upon-Avon, England. His restaurants have been awarded 16 Michelin stars in total and currently hold a total of seven. His signature restaurant, Restaurant Gordon Ramsay in Chelsea, London, has held three Michelin stars since 2001. After rising to fame on the British television miniseries Boiling Point in 1998, Ramsay had become one of the best-known and most influential chefs in the UK by 2004.As a reality television personality, Ramsay is known for his bluntness, as well as occasionally fiery temper, strict demeanour, and frequent use of expletives.",https://upload.wikimedia.org/wikipedia/commons/0/02/Gordon_Ramsay_colour_Allan_Warren.jpg,Food,20
George Calombaris,"George Dimitrios Calombaris (born 4 October 1978) is an Australian chef and restaurateur. Calombaris was one of the judges of the Network 10 series MasterChef Australia from 2009 to 2019. Prior to his role on MasterChef Australia, Calombaris appeared regularly on the daytime Network Ten cooking show Ready Steady Cook. 
He owned several restaurants in Melbourne. His flagship restaurant, The Press Club, was awarded The Age Good Food Guide ""Best New Restaurant 2008"" with Calombaris named ""Chef of the Year 2008"".",https://upload.wikimedia.org/wikipedia/commons/5/55/George_Calombaris%2C_Matt_Preston_and_Gary_Mehigan_2016_TV_Week_Logie_Awards_%2826907450025%29.jpg,Food,21
Matt Preston,"Matt Preston is an English-born Australian food critic, food journalist and recipe writer. He is best known for his role as a judge on Network Ten's MasterChef Australia and his weekly national food column appears in NewsCorp's metro newspapers, with a combined reach of over 2.9 million Australians each week. It runs in Stellar magazine every Sunday and in The Adelaide Advertiser. He is also a senior editor for Delicious. and Taste magazines.",https://upload.wikimedia.org/wikipedia/commons/8/82/MasterChef_S9_Matt_Preston_%282%29.jpg,Food,22
Bobby Flay,"Robert William Flay (born December 10, 1964) is an American celebrity chef, restaurateur, and reality television personality. He is the owner and executive chef of several restaurants: Mesa Grill in Las Vegas; Bar Americain in New York and at Mohegan Sun; Bobby Flay Steak in Atlantic City; Gato in New York, and Bobby's Burger Palace in 19 locations across 11 states.Flay has hosted several Food Network television programs, appeared as a guest and hosted a number of specials on the network. Flay is also featured on the Great Chefs television series.


== Early life and education ==
Flay was born on December 10, 1964, in New York City to Bill and Dorothy Flay. He was raised on the Upper East Side neighborhood of Manhattan.",https://upload.wikimedia.org/wikipedia/commons/1/10/Bobby_Flay_Green_Bay_2007.jpg,Food,23
Gary Mehigan,"Gary Mehigan (born 12 February 1967) is an English Australian chef and restaurateur. Mehigan was one of the judges of the Network 10 series MasterChef Australia.


== Career ==


=== Chef ===

Mehigan trained at The Connaught and Le Souffle in London before moving to Melbourne in 1991. He has headed the kitchen in some of Melbourne's most prominent restaurants including Browns, Burnham Beeches Country House and Hotel Sofitel before opening the award-winning Fenix in 2000 and later selling it to the Leonda By The Yarra group in 2013. He currently co-owns The Boathouse, in Melbourne suburb Moonee Ponds.He was selected as one of the entrants to the Who's Who in Australia 2012 edition.",https://upload.wikimedia.org/wikipedia/commons/5/55/George_Calombaris%2C_Matt_Preston_and_Gary_Mehigan_2016_TV_Week_Logie_Awards_%2826907450025%29.jpg,Food,24
Vikas Khanna,"Vikas Khanna (born 14 November 1971) is an Indian Michelin star Chef, restaurateur, cookbook writer, filmmaker and humanitarian. He is one of the judges of Star Plus series MasterChef India. He is based in New York City. 


== Early life and education ==
Khanna was born in Amritsar, India to Davinder and Bindu Khanna. He was born with misaligned feet and wasn't able to run until he was 13.",https://upload.wikimedia.org/wikipedia/commons/f/f0/Doctorate_ceremony.jpg,Food,25
Sanjeev Kapoor,"Sanjeev Kapoor (born 10 April 1964) is an Indian celebrity chef, entrepreneur and television personality. Kapoor stars in the TV show Khana Khazana, which is the longest running show of its kind in Asia; it broadcasts in 120 countries and in 2010 had more than 500 million viewers. He also launched his own Food Food channel, in  January 2011. Discovery Communications through its Indian organization, has acquired a majority stake in Kapoor's channel.


== Early life ==
Kapoor was born in April 1964 in Ambala and spent his childhood in multiple north Indian cities.",https://upload.wikimedia.org/wikipedia/commons/c/c9/Sanjeev_Kapoor.JPG,Food,26
Atul Kochhar,"Atul Kochhar (born 31 August 1969) is an Indian-born, British based chef, restaurateur, and television personality. His unique talent has changed the way people perceive and experience Indian cuisine. Atul was one of the first two Indian chefs to receive a Michelin star, awarded in London in 2001 whilst at Tamarind. His contemporary style and love for traditional cooking led him to open his own restaurant Benares, which won him a second Michelin star in 2007. Since then he has opened numerous successful, award-winning restaurants; Sindhu and Hawkyns in Buckinghamshire and Indian Essence in Kent.",https://upload.wikimedia.org/wikipedia/commons/2/2d/Atul_Kochhar.jpg,Food,27
Ruth Reichl,"Ruth Reichl (; born January 16, 1948), is an American chef, food writer, co-producer of PBS's Gourmet's Diary of a Foodie, culinary editor for the Modern Library, host of PBS's Gourmet's Adventures With Ruth, and the last editor-in-chief of Gourmet magazine. She has written critically acclaimed, best-selling memoirs: Tender at the Bone: Growing Up at the Table, Comfort Me with Apples: More Adventures at the Table, Garlic and Sapphires: The Secret Life of a Critic in Disguise and Not Becoming My Mother. In 2009, she published Gourmet Today a 1,008 page cookbook containing over 1,000 recipes. She published her first novel, Delicious! in 2014, and, in 2015, published My Kitchen Year: 136 Recipes That Saved My Life, a memoir of recipes prepared in the year following the shuttering of Gourmet.",https://upload.wikimedia.org/wikipedia/commons/e/e5/Ruth_Reichl.jpg,Food,28
Jeffrey Steingarten,"Jeffrey L. Steingarten (born May 31, 1942) is a leading food writer in the United States.  He has been the food critic at Vogue magazine since 1989.


== Career ==
His 1997 book of humorous food essays, titled The Man Who Ate Everything, was awarded the 1998 Borders Award for literary food writing from the International Association of Culinary Professionals. In The Man Who Ate Everything, Steingarten successfully lived on the same level as the U.S. Department of Agriculture's Thrifty Food Plan, which is the basis for US food stamp calculations. The book has been translated into Chinese, Japanese, Korean, Dutch, German, Portuguese and Czech.",https://upload.wikimedia.org/wikipedia/commons/9/9e/Jeffrey_Steingarten_-_Ice_Cream_Sunday.jpg,Food,29
Narendra Damodardas Modi,"Narendra Damodardas Modi (Gujarati pronunciation: [ˈnəɾendrə dɑmodəɾˈdɑs ˈmodiː] (listen); born 17 September 1950) is an Indian politician serving as the 14th and current Prime Minister of India since 2014. He was the Chief Minister of Gujarat from 2001 to 2014 and is the Member of Parliament for Varanasi. Modi is a member of the Bharatiya Janata Party (BJP) and of the Rashtriya Swayamsevak Sangh (RSS), a Hindu nationalist volunteer organisation. He is the first prime minister outside of the Indian National Congress to win two consecutive terms with a full majority and the second to complete five years in office after Atal Bihari Vajpayee.Born to a Gujarati family in Vadnagar, Modi helped his father sell tea as a child and has said he later ran his own stall. He was introduced to the RSS at the age of eight, beginning a long association with the organisation.",https://upload.wikimedia.org/wikipedia/commons/d/da/Shri_Narendra_Modi.jpg,Politics,30
Rahul Gandhi,"Rahul Gandhi (pronunciation  [ˈraːɦʊl ˈɡaːnd̪ʱiː]) (born 19 June 1970) is an Indian politician who was the President of the Indian National Congress from 16 December 2017 to 3 July 2019. He hails from a long line of politicians, known as the Nehru-Gandhi family, which has occupied a prominent place in the politics of India ever since the country gained independence in 1947. His great-grandfather Jawaharlal Nehru, was the first prime minister of India and also the longest-serving Prime Minister of India having served for a total of seventeen years. Gandhi's grandmother, Indira, was the first female Prime Minister of India and his father, Rajiv, was the youngest prime minister of India to be sworn in to office. The son of Sonia and Rajiv, he is the chairperson of the Indian Youth Congress and the National Students Union of India.",https://upload.wikimedia.org/wikipedia/commons/d/d5/Rahul_Gandhi%2C_Member_of_Parliament%2C_Wayanad%2C_Kerala.jpg,Politics,31
Donald John Trump,"Donald John Trump (born June 14, 1946) is the 45th and current president of the United States. Before entering politics, he was a businessman and television personality.
Trump was born and raised in Queens, a borough of New York City, and received a bachelor's degree in economics from the Wharton School. He took charge of his family's real-estate business in 1971, renamed it The Trump Organization, and expanded its operations from Queens and Brooklyn into Manhattan. The company built or renovated skyscrapers, hotels, casinos, and golf courses.",https://upload.wikimedia.org/wikipedia/commons/5/56/Donald_Trump_official_portrait.jpg,Politics,32
Barack Hussein Obama II,"Barack Hussein Obama II ( (listen); born August 4, 1961) is an American politician and attorney who served as the 44th president of the United States from 2009 to 2017. A member of the Democratic Party, Barack Obama was the first African-American president of the United States. He previously served as a U.S. senator from Illinois from 2005 to 2008 and an Illinois state senator from 1997 to 2004.
Obama was born in Honolulu, Hawaii, making him the first president not born in the contiguous United States. After graduating from Columbia University in 1983, he worked as a community organizer in Chicago.",https://upload.wikimedia.org/wikipedia/commons/8/8d/President_Barack_Obama.jpg,Politics,33
Amit Anilchandra Shah,"Amit Anilchandra Shah (born 22 October 1964) is an Indian politician currently serving as the Minister of Home Affairs. He had served as the President of the Bharatiya Janata Party (BJP) from 2014 to 2020. He was elected to the Lower House of Parliament, the Lok Sabha, in the 2019 Indian general elections from Gandhinagar. Earlier, he had been elected as a member of the upper House of Parliament, the Rajya Sabha, from Gujarat in 2017. Sworn in at the age of 54, he is the youngest serving full-time Home Minister.",https://upload.wikimedia.org/wikipedia/commons/0/0f/Amit_shah_official_portrait.jpg,Politics,34
Hillary Diane Rodham Clinton,"Hillary Diane Rodham Clinton (née Rodham; born October 26, 1947) is an American politician, diplomat, lawyer, writer, and public speaker. She served as the 67th United States Secretary of State from 2009 to 2013, as United States senator from New York from 2001 to 2009, and as First Lady of the United States from 1993 to 2001. Clinton became the first woman to be nominated for president of the United States by a major political party when she won the Democratic Party nomination in 2016. She was the first woman to win the popular vote in an American presidential election, which she lost to Donald Trump.
Raised in the Chicago suburb of Park Ridge, Clinton graduated from Wellesley College in 1969, and earned a Juris Doctor from Yale Law School in 1973.",https://upload.wikimedia.org/wikipedia/commons/2/28/Hillary_Clinton_by_Gage_Skidmore_2.jpg,Politics,35
Arvind Kejriwal,"Arvind Kejriwal (born 16 August 1968) is an Indian politician and a former bureaucrat who is the current and 7th Chief Minister of Delhi since February 2015. He was also the Chief Minister of Delhi from December 2013 to February 2014, stepping down after 49 days of assuming power. Currently, he is the national convener of the Aam Aadmi Party, which won the  2015 Delhi Assembly elections with a historic majority, obtaining 67 out of 70 assembly seats. In 2006, Kejriwal was awarded the Ramon Magsaysay Award for Emergent Leadership in recognition of his involvement in the grassroots level movement Parivartan using right to information legislation in a campaign against  corruption. The same year, after resigning from Government service, he donated his Magsaysay award money as a corpus fund to found the Public Cause Research Foundation, a non-governmental organisation (NGO).",https://upload.wikimedia.org/wikipedia/commons/1/18/Arvind_Kejriwal_September_02%2C_2017_crop.jpg,Politics,36
Alexander Boris de Pfeffel Johnson,"Alexander Boris de Pfeffel Johnson (; born 19 June 1964) is a British politician, author, and former journalist who has served as Prime Minister of the United Kingdom and Leader of the Conservative Party since 2019. He was Foreign Secretary from 2016 to 2018 and Mayor of London from 2008 to 2016. Johnson was Member of Parliament (MP) for Henley from 2001 to 2008 and has been MP for Uxbridge and South Ruislip since 2015. Ideologically, he identifies as a one-nation conservative.
Johnson was born in New York City to upper-middle-class English parents and educated at Eton College.",https://upload.wikimedia.org/wikipedia/commons/7/76/Boris_Johnson_official_portrait_%28cropped%29.jpg,Politics,37
Yogi Adityanath,"Yogi Adityanath (born Ajay Mohan Bisht; 5 June 1972) is an Indian monk and Hindu nationalist politician serving as the 22nd and current Chief Minister of Uttar Pradesh, in office since 19 March 2017.He was appointed as the Chief Minister on 26 March 2017 after the Bharatiya Janata Party (BJP) won the 2017 State Assembly elections, in which he was a prominent campaigner. He has been the Member of Parliament from the Gorakhpur constituency, Uttar Pradesh, for five consecutive terms since 1998.Adityanath is also the Mahant or head priest of the Gorakhnath Math, a Hindu temple in Gorakhpur, a position he has held since the death of his spiritual ""father"", Mahant Avaidyanath, in September 2014. He is also the founder of Hindu Yuva Vahini, an extremist organisation. He has an image as a right-wing populist Hindutva firebrand.


== Early life and education ==
Yogi Adityanath was born as Ajay Mohan Bisht on 5 June 1972 in the village of Panchur, in Pauri Garhwal, Uttar Pradesh (now in Uttarakhand).",https://upload.wikimedia.org/wikipedia/commons/1/18/The_Uttar_Pradesh_Chief_Minister%2C_Shri_Yogi_Adityanath_meeting_the_President%2C_Shri_Ram_Nath_Kovind%2C_at_Rashtrapati_Bhavan%2C_in_New_Delhi_on_February_10%2C_2018_%28cropped%29.jpg,Politics,38
Silvana Koch-Mehrin,"Esther Silvana Koch-Mehrin (born 17 November 1970, in Wuppertal) is a German politician and former Member of the European Parliament with the Free Democratic Party of Germany. Until May 2011, she was Vice Chairwoman of the Alliance of Liberals and Democrats for Europe. She was a member of the European Parliament's Committee on Budgets. She also was a substitute member of the Committee on Budgetary Control and a member of the Delegation for relations with the Maghreb countries and the Arab Maghreb Union (including Libya). EU Representative to the Executive Board of W20, Member of the Advisory Board of the Council of Women World Leaders (CWWL), and Alumni of the Young Global Leaders Network of the World Economic Forum.",https://upload.wikimedia.org/wikipedia/commons/9/9f/14-02-05-straszburg-RalfR-009.jpg,Politics,39
Manish Malhotra,"Manish Malhotra (born 5 December 1966) is a former Indian Fashion designer turned costume designer and stylist, widely  known for his works in Bollywood, Telugu cinema, Tamil cinema, Hollywood, and television. In 1998, he ventured into modelling and runway fashion designing with his couture Reverie-Manish Malhotra. He received appreciation for his glamorous ensembles using traditional colours, craftsmanship, textures and embroideries presented at his first runway show in November 1999. In 2005, he launched his couture label Manish Malhotra which offers bridal, couture, diffusion and men's wear collections and retails at two stores in Mumbai and New Delhi. The label also retails at multi-brand boutiques across India and in Dubai.Malhotra has been reported to have been inspired by Indian craftsmanship and promotes regional handicrafts and workmanship from rural India through his association with the ‘Mijwan Welfare Society’– an NGO founded by Late Kaifi Azmi and headed by Shabana Azmi and Namrata Goyal.",https://upload.wikimedia.org/wikipedia/commons/d/d2/Manish_Malhotra_graces_the_HT_Style_Awards_2018.jpg,Fashion,40
Tom Ford,"Thomas Carlyle Ford (born August 27, 1961) is an American fashion designer and filmmaker. He launched his eponymous luxury brand in 2006, having previously served as the creative director at  Gucci and Yves Saint Laurent. Ford  directed the Academy Award-nominated films A Single Man (2009) and Nocturnal Animals (2016). He currently serves as the Chairman of the Board of the Council of Fashion Designers of America.


== Early life ==
Thomas Carlyle Ford was born on August 27, 1961, in Austin, Texas, the son of realtors Shirley Burton (née Shirley Ann Thrasher) and Thomas David Ford.",https://upload.wikimedia.org/wikipedia/commons/9/98/Tom_Ford_cropped_2009.jpg,Fashion,41
