Name,Info,Image_URL,Category,user_id
Akshay Kumar,"Rajiv Hari Om Bhatia (born 9 September 1967), known professionally as Akshay Kumar, is an India-born naturalized Canadian actor, producer, martial artist and television personality who works in Bollywood films.",https://upload.wikimedia.org/wikipedia/commons/2/2e/Akshay_Kumar.jpg,Movies,15
Deepika Padukone,Deepika Padukone (pronounced [d̪iːpɪkaː pəɖʊkoːɳeː] or [paːɖʊkoːɳ]; born 5 January 1986) is an Indian film actress and producer.,https://upload.wikimedia.org/wikipedia/commons/b/b6/Deepika_Padukone_Cannes_2018_%28cropped%29.jpg,Movies,16
Dwayne Johnson,"Dwayne Douglas Johnson (born May 2, 1972), also known by his ring name The Rock, is an American-Canadian actor, producer, businessman, retired professional wrestler, and former American football player.",https://upload.wikimedia.org/wikipedia/commons/f/f1/Dwayne_Johnson_2%2C_2013.jpg,Movies,17
Vin diesel,"Mark Sinclair (born July 18, 1967), known professionally as Vin Diesel, is an American actor, producer, director, and screenwriter.",https://upload.wikimedia.org/wikipedia/commons/8/83/Vin_Diesel_by_Gage_Skidmore_2.jpg,Movies,18
Angelina Jolie,"Angelina Jolie (; née Voight, formerly Jolie Pitt, born June 4, 1975) is an American actress, filmmaker, and humanitarian.",https://upload.wikimedia.org/wikipedia/commons/a/ad/Angelina_Jolie_2_June_2014_%28cropped%29.jpg,Movies,19
Gordon Ramsay,"Gordon James Ramsay  (born 8 November 1966) is a British chef, restaurateur, writer and television personality.",https://upload.wikimedia.org/wikipedia/commons/0/02/Gordon_Ramsay_colour_Allan_Warren.jpg,Food,20
George Calombaris,George Dimitrios Calombaris (born 4 October 1978) is an Australian chef and restaurateur.,https://upload.wikimedia.org/wikipedia/commons/5/55/George_Calombaris%2C_Matt_Preston_and_Gary_Mehigan_2016_TV_Week_Logie_Awards_%2826907450025%29.jpg,Food,21
Matt Preston,"Matt Preston is an English-born Australian food critic, food journalist and recipe writer.",https://upload.wikimedia.org/wikipedia/commons/8/82/MasterChef_S9_Matt_Preston_%282%29.jpg,Food,22
Bobby Flay,"Robert William Flay (born December 10, 1964) is an American celebrity chef, restaurateur, and reality television personality.",https://upload.wikimedia.org/wikipedia/commons/1/10/Bobby_Flay_Green_Bay_2007.jpg,Food,23
Gary Mehigan,Gary Mehigan (born 12 February 1967) is an English Australian chef and restaurateur.,https://upload.wikimedia.org/wikipedia/commons/5/55/George_Calombaris%2C_Matt_Preston_and_Gary_Mehigan_2016_TV_Week_Logie_Awards_%2826907450025%29.jpg,Food,24
Vikas Khanna,"Vikas Khanna (born 14 November 1971) is an Indian Michelin star Chef, restaurateur, cookbook writer, filmmaker and humanitarian.",https://upload.wikimedia.org/wikipedia/commons/f/f0/Doctorate_ceremony.jpg,Food,25
Sanjeev Kapoor,"Sanjeev Kapoor (born 10 April 1964) is an Indian celebrity chef, entrepreneur and television personality.",https://upload.wikimedia.org/wikipedia/commons/c/c9/Sanjeev_Kapoor.JPG,Food,26
Atul Kochhar,"Atul Kochhar (born 31 August 1969) is an Indian-born, British based chef, restaurateur, and television personality.",https://upload.wikimedia.org/wikipedia/commons/2/2d/Atul_Kochhar.jpg,Food,27
Ruth Reichl,"Ruth Reichl (; born January 16, 1948), is an American chef, food writer, co-producer of PBS's Gourmet's Diary of a Foodie, culinary editor for the Modern Library, host of PBS's Gourmet's Adventures With Ruth, and the last editor-in-chief of Gourmet magazine.",https://upload.wikimedia.org/wikipedia/commons/e/e5/Ruth_Reichl.jpg,Food,28
Jeffrey Steingarten,"Jeffrey L. Steingarten (born May 31, 1942) is a leading food writer in the United States.",https://upload.wikimedia.org/wikipedia/commons/9/9e/Jeffrey_Steingarten_-_Ice_Cream_Sunday.jpg,Food,29
Narendra Damodardas Modi,Narendra Damodardas Modi (Gujarati pronunciation: [ˈnəɾendrə dɑmodəɾˈdɑs ˈmodiː] (listen); born 17 September 1950) is an Indian politician serving as the 14th and current Prime Minister of India since 2014.,https://upload.wikimedia.org/wikipedia/commons/d/da/Shri_Narendra_Modi.jpg,Politics,30
Rahul Gandhi,Rahul Gandhi (pronunciation  [ˈraːɦʊl ˈɡaːnd̪ʱiː]) (born 19 June 1970) is an Indian politician who was the President of the Indian National Congress from 16 December 2017 to 3 July 2019.,https://upload.wikimedia.org/wikipedia/commons/d/d5/Rahul_Gandhi%2C_Member_of_Parliament%2C_Wayanad%2C_Kerala.jpg,Politics,31
Donald John Trump,"Donald John Trump (born June 14, 1946) is the 45th and current president of the United States.",https://upload.wikimedia.org/wikipedia/commons/5/56/Donald_Trump_official_portrait.jpg,Politics,32
Barack Hussein Obama II,"Barack Hussein Obama II ( (listen); born August 4, 1961) is an American politician and attorney who served as the 44th president of the United States from 2009 to 2017.",https://upload.wikimedia.org/wikipedia/commons/8/8d/President_Barack_Obama.jpg,Politics,33
Amit Anilchandra Shah,Amit Anilchandra Shah (born 22 October 1964) is an Indian politician currently serving as the Minister of Home Affairs.,https://upload.wikimedia.org/wikipedia/commons/0/0f/Amit_shah_official_portrait.jpg,Politics,34
Hillary Diane Rodham Clinton,"Hillary Diane Rodham Clinton (née Rodham; born October 26, 1947) is an American politician, diplomat, lawyer, writer, and public speaker.",https://upload.wikimedia.org/wikipedia/commons/2/28/Hillary_Clinton_by_Gage_Skidmore_2.jpg,Politics,35
Arvind Kejriwal,Arvind Kejriwal (born 16 August 1968) is an Indian politician and a former bureaucrat who is the current and 7th Chief Minister of Delhi since February 2015.,https://upload.wikimedia.org/wikipedia/commons/1/18/Arvind_Kejriwal_September_02%2C_2017_crop.jpg,Politics,36
Alexander Boris de Pfeffel Johnson,"Alexander Boris de Pfeffel Johnson (; born 19 June 1964) is a British politician, author, and former journalist who has served as Prime Minister of the United Kingdom and Leader of the Conservative Party since 2019.",https://upload.wikimedia.org/wikipedia/commons/7/76/Boris_Johnson_official_portrait_%28cropped%29.jpg,Politics,37
Yogi Adityanath,"Yogi Adityanath (born Ajay Mohan Bisht; 5 June 1972) is an Indian monk and Hindu nationalist politician serving as the 22nd and current Chief Minister of Uttar Pradesh, in office since 19 March 2017.He was appointed as the Chief Minister on 26 March 2017 after the Bharatiya Janata Party (BJP) won the 2017 State Assembly elections, in which he was a prominent campaigner.",https://upload.wikimedia.org/wikipedia/commons/1/18/The_Uttar_Pradesh_Chief_Minister%2C_Shri_Yogi_Adityanath_meeting_the_President%2C_Shri_Ram_Nath_Kovind%2C_at_Rashtrapati_Bhavan%2C_in_New_Delhi_on_February_10%2C_2018_%28cropped%29.jpg,Politics,38
Silvana Koch-Mehrin,"Esther Silvana Koch-Mehrin (born 17 November 1970, in Wuppertal) is a German politician and former Member of the European Parliament with the Free Democratic Party of Germany.",https://upload.wikimedia.org/wikipedia/commons/9/9f/14-02-05-straszburg-RalfR-009.jpg,Politics,39
Manish Malhotra,"Manish Malhotra (born 5 December 1966) is a former Indian Fashion designer turned costume designer and stylist, widely  known for his works in Bollywood, Telugu cinema, Tamil cinema, Hollywood, and television.",https://upload.wikimedia.org/wikipedia/commons/d/d2/Manish_Malhotra_graces_the_HT_Style_Awards_2018.jpg,Fashion,40
Tom Ford,"Thomas Carlyle Ford (born August 27, 1961) is an American fashion designer and filmmaker.",https://upload.wikimedia.org/wikipedia/commons/9/98/Tom_Ford_cropped_2009.jpg,Fashion,41
Sabyasachi Mukherjee,"Sabyasachi Mukherjee (born 23 February 1974) is an Indian fashion designer, jewellery designer and couturier from Kolkata.",https://upload.wikimedia.org/wikipedia/commons/a/aa/Sabyasachi_Mukherjee.jpg,Fashion,42
Ralph Lauren,"Ralph Lauren, KBE (né Lifshitz; born October 14, 1939) is an American fashion designer, philanthropist, and billionaire businessman, best known for the Ralph Lauren Corporation, a global multibillion-dollar enterprise.",https://upload.wikimedia.org/wikipedia/commons/d/da/Ralph_Lauren_2013.jpg,Fashion,43
Betsey Johnson,"Betsey Johnson (born August 10, 1942) is an American fashion designer best known for her feminine and whimsical designs.",https://upload.wikimedia.org/wikipedia/commons/3/3f/Betsey_Johnson%2C_Red_Dress_Collection_2007.jpg,Fashion,44
Tommy Hilfiger,"Thomas Jacob Hilfiger (/hɪlˈfɪgɚ, -əʳ/; born March 24, 1951) is an American fashion designer and founder of Tommy Hilfiger Corporation.After starting his career by co-founding a chain of jeans/fashion stores called People's Place in upstate New York in the 1970s, he began designing preppy clothing for his own eponymous menswear line in the 1980s.",https://upload.wikimedia.org/wikipedia/commons/0/07/Tommy_Hilfiger_portrait_2009_-_Tommy_Hilfiger_%28cropped%29.jpg,Fashion,45
Victoria Caroline Beckham,Victoria Caroline Beckham  (née Adams; born 17 April 1974) is an English fashion designer and former singer.,https://upload.wikimedia.org/wikipedia/commons/e/e8/Victoria_Beckham_2010.jpg,Fashion,46
Marc Jacobs,"Marc Jacobs (born April 9, 1963) is an American fashion designer.",https://upload.wikimedia.org/wikipedia/commons/7/7b/Marc_Jacobs_SXSW_2017_%28cropped%29.jpg,Fashion,47
Pierre Cardin,"Pierre Cardin (UK: , US: , French: [pjɛʁ kaʁdɛ̃]; born Pietro Cardin on 2 July 1922) is an Italian-born naturalised-French fashion designer.",https://upload.wikimedia.org/wikipedia/commons/9/9a/Pierre_Cardin_2010.jpg,Fashion,48
Sabyasachi Mukherjee,"Sabyasachi Mukherjee (born 23 February 1974) is an Indian fashion designer, jewellery designer and couturier from Kolkata.",https://upload.wikimedia.org/wikipedia/commons/a/aa/Sabyasachi_Mukherjee.jpg,Fashion,49
Cristiano Ronaldo,Cristiano Ronaldo dos Santos Aveiro GOIH ComM (European Portuguese: [kɾiʃˈtjɐnu ʁɔˈnaɫdu]; born 5 February 1985) is a Portuguese professional footballer who plays as a forward for Serie A club Juventus and captains the Portugal national team.,https://upload.wikimedia.org/wikipedia/commons/8/8c/Cristiano_Ronaldo_2018.jpg,Sports,50
Sachin Tendulkar,Sachin Ramesh Tendulkar ( (listen); born 24 April 1973) is a former international cricketer from India and a former captain of the Indian national team.,https://upload.wikimedia.org/wikipedia/commons/3/3e/The_cricket_legend_Sachin_Tendulkar_at_the_Oval_Maidan_in_Mumbai_During_the_Duke_and_Duchess_of_Cambridge_Visit%2826271019082%29.jpg,Sports,51
Mahendra Singh Dhoni,"Mahendra Singh Dhoni (pronunciation  born 7 July 1981), is an Indian international cricketer who captained the Indian national team in limited-overs formats from 2007 to 2016 and in Test cricket from 2008 to 2014.",https://upload.wikimedia.org/wikipedia/commons/7/70/Mahendra_Singh_Dhoni_January_2016_%28cropped%29.jpg,Sports,52
Virat Kohli,Virat Kohli (pronunciation ; born 5 November 1988) is an Indian cricketer who currently captains the India national team.,https://upload.wikimedia.org/wikipedia/commons/7/7c/The_President%2C_Shri_Pranab_Mukherjee_presenting_the_Padma_Shri_Award_to_Shri_Virat_Kohli%2C_at_a_Civil_Investiture_Ceremony%2C_at_Rashtrapati_Bhavan%2C_in_New_Delhi_on_March_30%2C_2017_%28cropped%29.jpg,Sports,53
P. V. Sindhu,Pusarla Venkata Sindhu (born 5 July 1995) is an Indian professional badminton player.,https://upload.wikimedia.org/wikipedia/commons/7/73/PV_Sindhu_headshot.jpg,Sports,54
Lionel Messi,Lionel Andrés Messi Cuccittini (Spanish pronunciation: [ljoˈnel anˈdɾez ˈmesi] (listen); born 24 June 1987) is an Argentine professional footballer who plays as a forward and captains both Spanish club Barcelona and the Argentina national team.,https://upload.wikimedia.org/wikipedia/commons/c/c1/Lionel_Messi_20180626.jpg,Sports,55
Saina Nehwal,"Saina Nehwal (pronunciation  , born 17 March 1990) is an Indian professional badminton singles player.",https://upload.wikimedia.org/wikipedia/commons/7/70/Saina_Nehwal_in_2011.jpg,Sports,56
Usain Bolt,"Usain St Leo Bolt,  (; born 21 August 1986) is a Jamaican former sprinter and widely considered to be the greatest sprinter of all time.",https://upload.wikimedia.org/wikipedia/commons/e/ef/Bolt_se_aposenta_com_medalha_de_ouro_no_4_x_100_metros_1039118-19.08.2016_frz-9565_%28cropped%29.jpg,Sports,57
Sania Mirza,Sania Mirza (Hindustani pronunciation: [ˈsaːnɪaː  ˈmɪrzaː]; born 15 November 1986) is an Indian professional tennis player.,https://upload.wikimedia.org/wikipedia/commons/8/8e/Sania_Mirza_%2835449409862%29.jpg,Sports,58
LeBron Raymone James,LeBron Raymone James Sr.,https://upload.wikimedia.org/wikipedia/commons/2/25/Lebron_wizards_2017_%28cropped%29.jpg,Sports,59
K. Radhakrishnan,"Koppillil Radhakrishnan (born 29 August 1949) is an Indian space scientist who headed the Indian Space Research Organisation (ISRO) between November 2009 and December 2014 as Chairman of Space Commission, Secretary of the Department of Space and Chairman of ISRO. Prior to this, he was the Director of Vikram Sarabhai Space Centre (2007-2009) and Director of National Remote Sensing Agency (2005-2008) of the Department of Space.",https://upload.wikimedia.org/wikipedia/commons/b/bc/K-Radhakrishnan-2014.jpg,Space,60
Neil deGrasse Tyson,"Neil deGrasse Tyson (; born October 5, 1958) is an American astrophysicist, cosmologist, planetary scientist, author, and science communicator.",https://upload.wikimedia.org/wikipedia/commons/8/82/Neil_deGrasse_Tyson_in_June_2017_%28cropped%29.jpg,Space,61
William Sanford Nye,"William Sanford Nye (born November 27, 1955), popularly known as Bill Nye the Science Guy, is an American science communicator, television presenter, and mechanical engineer.",https://upload.wikimedia.org/wikipedia/commons/c/cd/Bill_Nye_2017.jpg,Space,62
NASA,"The National Aeronautics and Space Administration (NASA; ) is an independent agency of the United States Federal Government responsible for the civilian space program, as well as aeronautics and space research.NASA was established in 1958, succeeding the National Advisory Committee for Aeronautics (NACA).",https://upload.wikimedia.org/wikipedia/commons/a/ae/NASA_seal.svg,Space,63
ISRO,"The Indian Space Research Organisation (ISRO, ) (Hindi; IAST: bhārtīya antrikṣ anusandhān saṅgṭhan) is the space agency of the Government of India and has its headquarters in the city of Bengaluru.",https://upload.wikimedia.org/wikipedia/commons/b/bd/Indian_Space_Research_Organisation_Logo.svg,Space,64
Alex Filippenko,"Alexei Vladimir ""Alex"" Filippenko (; born July 25, 1958) is an American astrophysicist and professor of astronomy at the University of California, Berkeley.",https://upload.wikimedia.org/wikipedia/commons/7/73/Alexei_Filippenko.jpg,Space,65
Josh A. Cassada,"Josh Aaron Cassada (born July 18, 1973; CDR, USN; Ph.D) is an American physicist, test pilot, and NASA astronaut.",https://upload.wikimedia.org/wikipedia/commons/7/7a/Josh_A._Cassada_in_2018.jpg,Space,66
Sunita Williams,"Sunita Lyn Williams (née Pandya; born September 19, 1965) is an American astronaut and United States Navy officer who formerly held the records for most spacewalks by a woman (seven) and most spacewalk time for a woman (50 hours, 40 minutes).",https://upload.wikimedia.org/wikipedia/commons/4/4e/Sunita_Williams_in_2018.jpg,Space,67
SpaceX,Space is the boundless three-dimensional extent in which objects and events have relative position and direction.,https://upload.wikimedia.org/wikipedia/commons/e/ee/Iridium-4_Mission_%2825557986177%29.jpg,Space,68
Jim Bridenstine,"James Frederick Bridenstine (born June 15, 1975) is an American politician and the Administrator of the National Aeronautics and Space Administration (NASA).",https://upload.wikimedia.org/wikipedia/commons/6/68/NASA_Administrator_Jim_Bridenstine_Official_Portrait_%28NHQ201907240001%29.jpg,Space,69
Warren Buffett,"Warren Edward Buffett (; born August 30, 1930) is an American investor, business tycoon, and philanthropist, who is the chairman and CEO of Berkshire Hathaway.",https://upload.wikimedia.org/wikipedia/commons/5/51/Warren_Buffett_KU_Visit.jpg,Business,70
Gautam Adani,Gautam Shantilal Adani (born 24 June 1962) is an Indian billionaire industrialist who is the chairman and founder of the Adani Group -- an Ahmedabad-based multinational conglomerate involved in port development and operations in India.,https://upload.wikimedia.org/wikipedia/commons/f/ff/Gautam_Adani.jpg,Business,71
Larry Ellison,"Lawrence Joseph Ellison (born August 17, 1944) is an American business magnate, investor, and philanthropist who is a co-founder and the executive chairman and chief technology officer (CTO) of Oracle Corporation.",https://upload.wikimedia.org/wikipedia/commons/0/00/Larry_Ellison_picture.png,Business,72
Charles Koch,"Charles de Ganahl Koch (; born November 1, 1935) is an American businessman and philanthropist.",https://upload.wikimedia.org/wikipedia/commons/8/87/Conservatism_in_the_United_States_Collage_3.jpg,Business,73
Michael Bloomberg,"Michael Rubens  Bloomberg (born February 14, 1942) is an American businessman, politician, philanthropist, and author.",https://upload.wikimedia.org/wikipedia/commons/e/e2/Mike_Bloomberg_Headshot.jpg,Business,74
Anand Mahindra,"Anand Gopal Mahindra (born 1 May 1955) is an Indian billionaire businessman, and the chairman of Mahindra Group, a Mumbai-based business conglomerate.",https://upload.wikimedia.org/wikipedia/commons/7/7c/Anand_Mahindra_%281%29.jpg,Business,75
Masayoshi Son,"Masayoshi Son (Japanese: 孫正義, Son Masayoshi, Korean: 손정의; RR: Son Jeong-ui, born 11 August 1957) is a Korean-Japanese billionaire technology entrepreneur, investor, and philanthropist.",https://upload.wikimedia.org/wikipedia/commons/a/a8/Masayoshi_Son_%28%E5%AD%AB%E6%AD%A3%E7%BE%A9%29_on_July_11%2C_2008.jpg,Business,76
Jorge Paulo Lemann,"Jorge Paulo Lemann (born August 26, 1939) is a Brazilian billionaire investment banker, and businessman with dual Brazilian and Swiss citizenship.",https://upload.wikimedia.org/wikipedia/commons/7/7e/Jorge_Paulo_Lemann_em_fevereiro_de_2012.png,Business,77
Martha Stewart,"Martha Helen Stewart (née Kostyra; Polish pronunciation: [kɔ'stɨra]; born August 3, 1941) is an American retail businesswoman, writer, television personality, and former model.",https://upload.wikimedia.org/wikipedia/commons/b/b8/Martha_Stewart_by_Gage_Skidmore.jpg,Business,78
John Fredriksen,"John Fredriksen (born 10 May 1944) is a Norwegian-born Cypriot oil tanker and shipping billionaire businessman, who owns the world's largest oil tanker fleet.",https://upload.wikimedia.org/wikipedia/commons/7/70/Stelios_meeting1989.jpg,Business,79
Stephen King,"Stephen Edwin King (born September 21, 1947) is an American author of horror, supernatural fiction, suspense, crime, science-fiction, and fantasy novels.",https://upload.wikimedia.org/wikipedia/commons/e/e3/Stephen_King%2C_Comicon.jpg,Books,80
Margaret Atwood,"Margaret Eleanor Atwood  (born November 18, 1939) is a Canadian poet, novelist, literary critic, essayist, inventor, teacher, and environmental activist.",https://upload.wikimedia.org/wikipedia/commons/7/75/Margaret_Atwood_2015.jpg,Books,81
James Patterson,"James Brendan Patterson (born March 22, 1947) is an American author and philanthropist.",https://upload.wikimedia.org/wikipedia/commons/1/1d/James_Patterson.jpg,Books,82
Salman Rushdie,Sir Ahmed Salman Rushdie  (born 19 June 1947) is a British Indian novelist and essayist.,https://upload.wikimedia.org/wikipedia/commons/3/3c/Hayfestival-2016-Salman-Rushdie-1-cu.jpg,Books,83
Chetan Bhagat,"Chetan Prakash Bhagat (born 22 April 1974) is a well known Indian author, columnist, Bollywood screenwriter, social media influencer and motivational speaker.",https://upload.wikimedia.org/wikipedia/commons/b/b1/Chetan_Bhagat.jpg,Books,84
Amitav Ghosh,"Amitav Ghosh (born 11 July 1956) is an Indian writer and the winner of the 54th Jnanpith award, best known for his work in English fiction.",https://upload.wikimedia.org/wikipedia/commons/c/c0/Amitav_Ghosh_by_Gage_Skidmore.jpg,Books,85
Chitra Banerjee Divakaruni,"Chitra Banerjee Divakaruni (born Chitralekha Banerjee, July 29, 1956) is an Indian-American author, poet, and the Betty and Gene McDavid Professor of Writing at the University of Houston Creative Writing Program.",https://upload.wikimedia.org/wikipedia/commons/8/89/ChitraBanerjeeDivakaruni.JPG,Books,86
Dan Brown,"Daniel Gerhard Brown (born June 22, 1964) is an American author best known for his thriller novels, including the Robert Langdon novels Angels & Demons (2000), The Da Vinci Code (2003), The Lost Symbol (2009), Inferno (2013) and Origin (2017).",https://upload.wikimedia.org/wikipedia/commons/8/8b/Dan_Brown_bookjacket_cropped.jpg,Books,87
Joyce Carol Oates,"Joyce Carol Oates (born June 16, 1938) is an American writer.",https://upload.wikimedia.org/wikipedia/commons/4/44/Joyce_carol_oates_2014.jpg,Books,88
Neil Gaiman,"Neil Richard MacKinnon Gaiman (; born Neil Richard Gaiman, 10 November 1960) is an English author of short fiction, novels, comic books, graphic novels, nonfiction, audio theatre, and films.",https://upload.wikimedia.org/wikipedia/commons/b/bc/Kyle-cassidy-neil-gaiman-April-2013.jpg,Books,89
